transect_number,quadrat,species,percent_cover
31,7,asperula conferta,1
31,7,veronica gracilis,2
31,7,schoenus apogon,0.5
31,7,solenogyne dominii,10
31,7,asperula conferta,1
31,7,lachnagrostis punicea subsp. punicea,0.5
31,7,poa labillardierei,5
31,7,BG,15
31,8,senecio squarrosus,2
31,8,anthoxanthum odoratum,1
31,8,themeda triandra,25
31,8,dichelachne crinita,0.5
31,8,hypochaeris radicata,2
31,8,plantago lanceolata,10
31,8,briza minor,1
31,8,schoenus apogon,0.5
31,8,rytidosperma sp.,20
31,8,BG,40
31,9,themeda triandra,50
31,9,veronica gracilis,1
31,9,plantago lanceolata,10
31,9,hypochaeris radicata,5
31,9,anthoxanthum odoratum,5
31,9,poa labillardierei,10
31,9,schoenus apogon,0.5
31,9,lachnagrostis punicea subsp. punicea,0.5
31,9,haloragis heterophylla,2
31,9,romulea rosea,0.5
31,9,BG,15
31,10,plantago lanceolata,10
31,10,themeda triandra,15
31,10,poa labillardierei,10
31,10,plantago coronopus,1
31,10,anthoxanthum odoratum,2
31,10,hypochaeris radicata,5
31,10,elymus scaber,0.5
31,10,romulea rosea,0.5
31,10,haloragis heterophylla,1
31,10,rytidosperma sp.,1
31,10,BG,50
40,1,anthoxanthum odoratum,50
40,1,hypochaeris radicata,1
40,1,briza minor,0.5
40,1,plantago lanceolata,5
40,1,romulea rosea,1
40,1,haloragis heterophylla,0.5
40,1,poa labillardierei,5
40,1,dichelachne crinita,1
40,1,BG,40
40,2,plantago lanceolata,20
40,2,senecio squarrosus,2
40,2,dichelachne crinita,2
40,2,romulea rosea,2
40,2,elymus scaber,0.5
40,2,anthoxanthum odoratum,5
40,2,veronica gracilis,1
40,2,hypochaeris radicata,1
40,2,briza minor,0.5
40,2,pentapogon quadrifidus,25
40,2,schoenus apogon,0.5
40,2,BG,40
40,3,themeda triandra,35
40,3,asperula conferta,0.5
40,3,senecio squarrosus,2
40,3,anthoxanthum odoratum,0.5
40,3,romulea rosea,1
40,3,hypochaeris radicata,0.5
40,3,eryngium ovinum,0.5
40,3,briza minor,0.5
40,3,haloragis heterophylla,0.5
40,3,schoenus apogon,1
40,3,BG,55
40,4,elymus scaber,1
40,4,anthoxanthum odoratum,55
40,4,poa labillardierei,2
40,4,*Poaceae sp.,2
40,4,hypochaeris radicata,2
40,4,schoenus apogon,5
40,4,romulea rosea,0.5
40,4,themeda triandra,5
40,4,dichelachne crinita,0.5
40,4,plantago lanceolata,1
40,4,briza minor,0.5
40,4,holcus lanatus,1
40,4,BG,35
40,5,anthoxanthum odoratum,70
40,5,hypochaeris radicata,1
40,5,romulea rosea,0.5
40,5,holcus lanatus,1
40,5,schoenus apogon,1
40,5,rytidosperma laeve,1
40,5,BG,25
40,6,phalaris aquatica,15
40,6,hypochaeris radicata,1
40,6,themeda triandra,10
40,6,elymus scaber,0.5
40,6,romulea rosea,1
40,6,rytidosperma laeve,10
40,6,schoenus apogon,0.5
40,6,anthoxanthum odoratum,2
40,6,poa labillardierei,2
40,6,plantago lanceolata,0.5
40,6,BG,60
40,7,anthoxanthum odoratum,10
40,7,schoenus apogon,5
40,7,poa labillardierei,15
40,7,rytidosperma procerum,10
40,7,briza minor,0.5
40,7,romulea rosea,1
40,7,hypochaeris radicata,0.5
40,7,poa labillardierei,2
40,7,BG,55
40,8,themeda triandra,10
40,8,anthoxanthum odoratum,25
40,8,hypochaeris radicata,2
40,8,rytidosperma laeve,10
40,8,poa labillardierei,2
40,8,rytidosperma procerum,2
40,8,schoenus apogon,1
40,8,BG,55
40,9,anthoxanthum odoratum,10
40,9,themeda triandra,15
40,9,hypochaeris radicata,5
40,9,plantago lanceolata,5
40,9,briza minor,0.5
40,9,romulea rosea,1
40,9,schoenus apogon,5
40,9,poa labillardierei,15
40,9,haloragis heterophylla,1
40,9,aira caryophyllea,0.5
40,9,BG,40
40,10,eryngium ovinum,2
40,10,convolvulus angustissimus,0.5
40,10,themeda triandra,35
40,10,poa labillardierei,10
40,10,plantago lanceolata,5
40,10,acaena echinata,2
40,10,briza minor,0.5
40,10,veronica gracilis,0.5
40,10,hypochaeris radicata,5
40,10,haloragis heterophylla,0.5
40,10,rytidosperma laeve,5
40,10,romulea rosea,1
40,10,anthoxanthum odoratum,5
40,10,BG,40
32,1,convolvulus angustissimus,2
32,1,dichelachne crinita,1
32,1,themeda triandra,60
32,1,anthoxanthum odoratum,0.5
32,1,hypochaeris radicata,5
32,1,poa labillardierei,2
32,1,romulea rosea,1
32,1,oxalis perennans,0.5
32,1,plantago lanceolata,2
32,1,briza minor,0.5
32,1,schoenus apogon,2
32,1,lachnagrostis punicea subsp. punicea,0.5
32,1,eryngium ovinum,0.5
32,1,BG,30
32,2,calocephalus lacteus,25
32,2,romulea rosea,5
32,2,briza minor,1
32,2,anthoxanthum odoratum,5
32,2,plantago lanceolata,10
32,2,hypochaeris radicata,5
32,2,schoenus apogon,1
32,2,asperula conferta,0.5
32,2,dichelachne crinita,0.5
32,2,rytidosperma laeve,2
32,2,themeda triandra,5
32,2,BG,45
32,3,senecio squarrosus,2
32,3,dichelachne crinita,1
32,3,acaena echinata,2
32,3,plantago lanceolata,10
32,3,hypochaeris radicata,1
32,3,schoenus apogon,5
32,3,themeda triandra,50
32,3,anthoxanthum odoratum,5
32,3,veronica gracilis,1
32,3,convolvulus angustissimus,1
32,3,poa labillardierei,5
32,3,BG,25
32,4,senecio squarrosus,0.5
32,4,themeda triandra,5
32,4,convolvulus angustissimus,0.5
32,4,romulea rosea,5
32,4,haloragis heterophylla,0.5
32,4,anthoxanthum odoratum,30
32,4,schoenus apogon,1
32,4,poa labillardierei,30
32,4,rytidosperma laeve,2
32,4,pentapogon quadrifidus,5
32,4,briza minor,0.5
32,4,austrostipa bigeniculata,0.5
32,4,BG,20
32,5,themeda triandra,60
32,5,dichelachne crinita,0.5
32,5,schoenus apogon,10
32,5,plantago lanceolata,1
32,5,hypochaeris radicata,2
32,5,calocephalus lacteus,0.5
32,5,haloragis heterophylla,0.5
32,5,romulea rosea,0.5
32,5,juncus subsecundus,0.5
32,5,rytidosperma laeve,2
32,5,rytidosperma fulvum,0.5
32,5,senecio squarrosus,2
32,5,BG,25
32,6,plantago lanceolata,1
32,6,senecio squarrosus,0.5
32,6,anthoxanthum odoratum,15
32,6,dichelachne crinita,1
32,6,aira caryophyllea,1
32,6,haloragis heterophylla,1
32,6,themeda triandra,60
32,6,poa labillardierei,2
32,6,romulea rosea,1
32,6,schoenus apogon,5
32,6,hypochaeris radicata,0.5
32,6,briza minor,0.5
32,6,convolvulus angustissimus,2
32,6,lachnagrostis punicea subsp. punicea,0.5
32,6,lysimachia arvensis,0.5
32,6,BG,15
32,7,rytidosperma laeve,5
32,7,rytidosperma fulvum,1
32,7,themeda triandra,25
32,7,elymus scaber,1
32,7,schoenus apogon,5
32,7,anthoxanthum odoratum,5
32,7,aira caryophyllea,2
32,7,poa labillardierei,1
32,7,veronica gracilis,0.5
32,7,hypochaeris radicata,2
32,7,senecio squarrosus,2
32,7,plantago lanceolata,5
32,7,BG,40
32,8,rytidosperma procerum,10
32,8,themeda triandra,50
32,8,haloragis heterophylla,0.5
32,8,hypochaeris radicata,5
32,8,anthoxanthum odoratum,1
32,8,romulea rosea,0.5
32,8,plantago lanceolata,2
32,8,acaena echinata,0.5
32,8,schoenus apogon,5
32,8,poa labillardierei,2
32,8,convolvulus angustissimus,0.5
32,8,BG,30
32,9,themeda triandra,55
32,9,anthoxanthum odoratum,5
32,9,schoenus apogon,5
32,9,haloragis heterophylla,0.5
32,9,plantago lanceolata,5
32,9,convolvulus angustissimus,0.5
32,9,rytidosperma laeve,5
32,9,dichelachne crinita,0.5
32,9,romulea rosea,1
32,9,lachnagrostis punicea subsp. punicea,0.5
32,9,poa labillardierei,1
32,9,BG,25
32,10,rosa rubiginosa,0.5
32,10,anthoxanthum odoratum,50
32,10,plantago lanceolata,10
32,10,themeda triandra,2
32,10,hypochaeris radicata,5
32,10,romulea rosea,2
32,10,dichelachne crinita,1
32,10,schoenus apogon,1
32,10,haloragis heterophylla,0.5
32,10,briza minor,0.5
32,10,poa labillardierei,2
32,10,asperula conferta,0.5
32,10,BG,30
25,1,themeda triandra,60
25,1,vulpia bromoides,2
25,1,romulea rosea,2
25,1,senecio quadridentatus,0.5
25,1,lolium perenne,0.5
25,1,BG,30
25,2,themeda triandra,70
25,2,romulea rosea,2
25,2,lolium perenne,0.5
25,2,vulpia bromoides,1
25,2,senecio quadridentatus,0.5
25,2,austrostipa bigeniculata,0.5
25,2,BG,30
25,3,themeda triandra,40
25,3,avena fatua,0.5
25,3,romulea rosea,1
25,3,oxalis perennans,5
25,3,bromus hordeaceus,0.5
25,3,sonchus asper,0.5
25,3,aira caryophyllea,0.5
25,3,nassella neesiana,10
25,3,rytidosperma setaceum,1
25,3,vulpia bromoides,0.5
25,3,nassella trichotoma,0.5
25,3,lolium perenne,0.5
25,3,BG,40
25,4,themeda triandra,20
25,4,avena fatua,0.5
25,4,vulpia bromoides,5
25,4,lolium perenne,0.5
25,4,romulea rosea,0.5
25,4,bromus hordeaceus,0.5
25,4,senecio quadridentatus,0.5
25,4,aira caryophyllea,0.5
25,4,austrostipa bigeniculata,1
25,4,nassella neesiana,5
25,4,BG,65
25,5,themeda triandra,20
25,5,avena fatua,0.5
25,5,romulea rosea,0.5
25,5,vulpia bromoides,0.5
25,5,senecio quadridentatus,0.5
25,5,schoenus apogon,0.5
25,5,aira caryophyllea,0.5
25,5,austrostipa bigeniculata,0.5
25,5,melilotus indicus,0.5
25,5,BG,60
25,6,themeda triandra,20
25,6,vulpia bromoides,2
25,6,avena fatua,1
25,6,aira caryophyllea,0.5
25,6,romulea rosea,0.5
25,6,nassella neesiana,0.5
25,6,BG,70
25,7,themeda triandra,60
25,7,vulpia bromoides,0.5
25,7,lolium perenne,0.5
25,7,aira caryophyllea,0.5
25,7,romulea rosea,0.5
25,7,nassella neesiana,5
25,7,BG,40
25,8,themeda triandra,50
25,8,avena fatua,0.5
25,8,aira caryophyllea,0.5
25,8,nassella neesiana,10
25,8,romulea rosea,0.5
25,8,BG,40
25,9,themeda triandra,50
25,9,avena fatua,0.5
25,9,romulea rosea,0.5
25,9,vulpia bromoides,1
25,9,aira caryophyllea,0.5
25,9,austrostipa bigeniculata,0.5
25,9,BG,50
25,10,themeda triandra,20
25,10,rytidosperma setaceum,1
25,10,bromus hordeaceus,0.5
25,10,senecio quadridentatus,0.5
25,10,nassella neesiana,20
25,10,vulpia bromoides,0.5
25,10,lolium perenne,0.5
25,10,austrostipa bigeniculata,1
25,10,oxalis perennans,0.5
25,10,BG,50
13,1,lomandra filiformis,50
13,1,aira caryophyllea,20
13,1,briza maxima,2
13,1,plantago lanceolata,1
13,1,austrostipa bigeniculata,0.5
13,1,vulpia bromoides,5
13,1,romulea rosea,1
13,1,acaena echinata,0.5
13,1,schoenus apogon,0.5
13,1,elymus scaber,0.5
13,1,BG,10
13,2,calocephalus lacteus,30
13,2,plantago lanceolata,5
13,2,briza minor,0.5
13,2,aira caryophyllea,10
13,2,schoenus apogon,5
13,2,romulea rosea,5
13,2,acaena echinata,2
13,2,austrostipa bigeniculata,1
13,2,haloragis heterophylla,20
13,2,rytidosperma erianthum,1
13,2,BG,20
13,3,vulpia bromoides,5
13,3,plantago lanceolata,20
13,3,romulea rosea,5
13,3,acaena echinata,1
13,3,aira caryophyllea,1
13,3,briza minor,0.5
13,3,nassella neesiana,1
13,3,microlaena stipoides,40
13,3,melilotus indicus,0.5
13,3,elymus scaber,5
13,3,themeda triandra,0.5
13,3,BG,20
13,4,plantago lanceolata,10
13,4,microlaena stipoides,50
13,4,aira caryophyllea,40
13,4,elymus scaber,2
13,4,briza minor,0.5
13,4,romulea rosea,1
13,4,oxalis perennans,0.5
13,4,vulpia bromoides,0.5
13,4,BG,2
13,5,elymus scaber,10
13,5,plantago lanceolata,30
13,5,holcus lanatus,0.5
13,5,briza minor,0.5
13,5,lolium perenne,0.5
13,5,*Poaceae sp.,10
13,5,romulea rosea,0.5
13,5,phalaris aquatica,1
13,5,aira caryophyllea,15
13,5,vulpia bromoides,10
13,5,BG,2
13,10,caesia calliantha,5
13,10,holcus lanatus,1
13,10,briza minor,40
13,10,romulea rosea,2
13,10,plantago lanceolata,40
13,10,bromus hordeaceus,0.5
13,10,aira caryophyllea,5
13,10,oxalis perennans,1
13,10,melilotus indicus,0.5
13,10,arthropodium strictum,0.5
13,10,sonchus asper,0.5
13,10,poa rodwayi,0.5
13,10,asperula conferta,0.5
13,10,vulpia bromoides,0.5
13,10,elymus scaber,0.5
13,10,BG,5
13,6,elymus scaber,0.5
13,6,plantago lanceolata,40
13,6,briza minor,0.5
13,6,aira caryophyllea,10
13,6,microlaena stipoides,10
13,6,romulea rosea,5
13,6,vulpia bromoides,20
13,6,schoenus apogon,0.5
13,6,hypochaeris radicata,1
13,6,oxalis perennans,0.5
13,6,austrostipa bigeniculata,0.5
13,6,rytidosperma erianthum,0.5
13,6,lolium perenne,0.5
13,6,phalaris aquatica,1
13,6,BG,5
13,7,dichelachne crinita,1
13,7,poa labillardierei,10
13,7,elymus scaber,2
13,7,plantago lanceolata,20
13,7,eryngium ovinum,2
13,7,schoenus apogon,1
13,7,microlaena stipoides,25
13,7,aira caryophyllea,1
13,7,romulea rosea,10
13,7,austrostipa bigeniculata,0.5
13,7,briza minor,0.5
13,7,poa rodwayi,2
13,7,oxalis perennans,0.5
13,7,BG,20
13,8,rytidosperma laeve,0.5
13,8,rytidosperma erianthum,5
13,8,eryngium ovinum,1
13,8,microlaena stipoides,50
13,8,schoenus apogon,5
13,8,oxalis perennans,5
13,8,elymus scaber,0.5
13,8,briza minor,1
13,8,briza maxima,0.5
13,8,plantago lanceolata,1
13,8,arthropodium strictum,0.5
13,8,romulea rosea,15
13,8,poa rodwayi,5
13,8,aira caryophyllea,5
13,8,BG,15
13,9,plantago lanceolata,30
13,9,austrostipa bigeniculata,0.5
13,9,dichelachne crinita,0.5
13,9,elymus scaber,0.5
13,9,briza minor,1
13,9,aira caryophyllea,40
13,9,microlaena stipoides,25
13,9,vulpia bromoides,0.5
13,9,romulea rosea,2
13,9,bromus hordeaceus,0.5
13,9,BG,2
13,10,holcus lanatus,1
13,10,briza minor,40
13,10,romulea rosea,2
13,10,plantago lanceolata,40
13,10,bromus hordeaceus,0.5
13,10,aira caryophyllea,5
13,10,oxalis perennans,1
13,10,melilotus indicus,0.5
13,10,arthropodium strictum,0.5
13,10,sonchus asper,0.5
13,10,poa rodwayi,0.5
13,10,asperula conferta,0.5
13,10,vulpia bromoides,0.5
13,10,elymus scaber,0.5
13,10,BG,5
8,1,lepidium africanum,1
8,1,romulea rosea,1
8,1,themeda triandra,30
8,1,rytidosperma sp.,2
8,1,BG,40
8,2,rytidosperma sp.,20
8,2,themeda triandra,5
8,2,romulea rosea,0.5
8,2,vulpia bromoides,0.5
8,2,*Poaceae sp.,0.5
8,2,BG,50
8,3,austrostipa bigeniculata,10
8,3,themeda triandra,1
8,3,vulpia bromoides,20
8,3,romulea rosea,20
8,3,avena fatua,0.5
8,3,schoenus apogon,0.5
8,3,aira caryophyllea,0.5
8,3,BG,25
8,4,austrostipa scabra subsp. falcata,1
8,4,austrostipa bigeniculata,5
8,4,chloris truncata,0.5
8,4,themeda triandra,2
8,4,romulea rosea,1
8,4,vulpia bromoides,20
8,4,wahlenbergia sp.,0.5
8,4,briza minor,0.5
8,4,aira caryophyllea,0.5
8,4,rytidosperma sp.,1
8,4,BG,50
8,5,themeda triandra,30
8,5,austrostipa bigeniculata,0.5
8,5,vulpia bromoides,1
8,5,chrysocephalum apiculatum,0.5
8,5,avena fatua,0.5
8,5,romulea rosea,0.5
8,5,austrostipa scabra subsp. falcata,0.5
8,5,rytidosperma sp.,2
8,5,BG,50
8,6,themeda triandra,20
8,6,vulpia bromoides,10
8,6,avena fatua,0.5
8,6,rytidosperma sp.,2
8,6,BG,60
8,7,plantago lanceolata,0.5
8,7,vulpia bromoides,0.5
8,7,austrostipa bigeniculata,0.5
8,7,BG,99
8,8,rytidosperma sp.,15
8,8,vulpia bromoides,5
8,8,austrostipa scabra subsp. falcata,5
8,8,austrostipa bigeniculata,2
8,8,BG,60
8,9,themeda triandra,10
8,9,romulea rosea,2
8,9,austrostipa scabra subsp. falcata,2
8,9,BG,80
8,10,themeda triandra,20
8,10,romulea rosea,5
8,10,plantago lanceolata,0.5
8,10,convolvulus angustissimus,0.5
8,10,BG,40
8,11,austrostipa scabra subsp. falcata,0.5
8,11,romulea rosea,1
8,11,themeda triandra,0.5
8,11,plantago lanceolata,0.5
8,11,austrostipa bigeniculata,0.5
8,11,BG,90
11,1,avena fatua,2
11,1,themeda triandra,30
11,1,plantago lanceolata,30
11,1,romulea rosea,2
11,1,aira caryophyllea,1
11,1,vulpia bromoides,2
11,1,elymus scaber,1
11,1,BG,10
11,2,plantago lanceolata,20
11,2,themeda triandra,40
11,2,briza minor,0.5
11,2,avena fatua,1
11,2,dichelachne crinita,0.5
11,2,acaena echinata,1
11,2,asperula conferta,10
11,2,vulpia bromoides,1
11,2,lolium perenne,1
11,2,austrostipa sp.,0.5
11,2,romulea rosea,10
11,2,BG,10
11,3,themeda triandra,25
11,3,avena fatua,1
11,3,plantago lanceolata,1
11,3,aira caryophyllea,1
11,3,vulpia bromoides,1
11,3,romulea rosea,2
11,3,rytidosperma laeve,5
11,3,poa labillardierei,1
11,3,briza minor,0.5
11,3,lolium perenne,0.5
11,3,hypochaeris radicata,0.5
11,3,BG,15
11,4,plantago lanceolata,20
11,4,themeda triandra,15
11,4,briza minor,30
11,4,rytidosperma laeve,5
11,4,romulea rosea,2
11,4,oxalis perennans,0.5
11,4,elymus scaber,1
11,4,rytidosperma setaceum,1
11,4,avena fatua,0.5
11,4,aira caryophyllea,0.5
11,4,lolium perenne,1
11,4,sonchus oleraceus,0.5
11,4,BG,10
11,5,avena fatua,1
11,5,calocephalus lacteus,15
11,5,briza minor,30
11,5,briza maxima,0.5
11,5,poa labillardierei,1
11,5,plantago lanceolata,1
11,5,hypochaeris radicata,0.5
11,5,rytidosperma laeve,2
11,5,aira caryophyllea,0.5
11,5,romulea rosea,2
11,5,lolium perenne,1
11,5,themeda triandra,40
11,5,BG,2
11,6,themeda triandra,50
11,6,avena fatua,1
11,6,briza maxima,5
11,6,plantago lanceolata,5
11,6,briza minor,2
11,6,hypochaeris radicata,0.5
11,6,romulea rosea,2
11,6,dichelachne crinita,0.5
11,6,schoenus apogon,1
11,6,acaena echinata,1
11,6,centaurium sp.,0.5
11,6,oxalis perennans,0.5
11,6,rytidosperma laeve,2
11,6,BG,20
11,7,poa labillardierei,5
11,7,tricoryne elatior,0.5
11,7,themeda triandra,20
11,7,plantago lanceolata,15
11,7,aira caryophyllea,10
11,7,briza maxima,0.5
11,7,briza minor,5
11,7,avena fatua,0.5
11,7,carex inversa,1
11,7,bromus hordeaceus,0.5
11,7,rytidosperma laeve,1
11,7,romulea rosea,2
11,7,BG,25
11,8,poa labillardierei,10
11,8,themeda triandra,20
11,8,plantago lanceolata,10
11,8,aira caryophyllea,1
11,8,avena fatua,0.5
11,8,romulea rosea,2
11,8,briza minor,0.5
11,8,rytidosperma laeve,1
11,8,eryngium vesiculosum,0.5
11,8,elymus scaber,0.5
11,8,BG,20
11,9,themeda triandra,80
11,9,briza maxima,10
11,9,briza minor,10
11,9,aira caryophyllea,2
11,9,romulea rosea,1
11,9,schoenus apogon,1
11,9,avena fatua,0.5
11,9,BG,0.5
11,10,themeda triandra,50
11,10,plantago lanceolata,5
11,10,convolvulus angustissimus,5
11,10,briza maxima,20
11,10,briza minor,1
11,10,trifolium incarnatum,2
11,10,asperula conferta,2
11,10,vulpia bromoides,2
11,10,centaurium erythraea,0.5
11,10,linum marginale,0.5
11,10,aira caryophyllea,1
11,10,caesia calliantha,1
11,10,leptorhynchos squamatus,0.5
11,10,oxalis perennans,0.5
11,10,solenogyne dominii,0.5
11,10,BG,1
42,1,themeda triandra,5
42,1,austrostipa bigeniculata,10
42,1,juncus subsecundus,0.5
42,1,rytidosperma caespitosum,5
42,1,plantago lanceolata,0.5
42,1,avena fatua,0.5
42,1,vulpia bromoides,0.5
42,1,nassella neesiana,10
42,1,nassella trichotoma,0.5
42,1,romulea rosea,1
42,1,BG,70
42,2,themeda triandra,15
42,2,rytidosperma caespitosum,5
42,2,austrostipa bigeniculata,1
42,2,nassella trichotoma,30
42,2,asperula conferta,2
42,2,vulpia bromoides,0.5
42,2,romulea rosea,10
42,2,BG,40
42,3,themeda triandra,50
42,3,vulpia bromoides,1
42,3,austrostipa bigeniculata,0.5
42,3,schoenus apogon,0.5
42,3,nassella trichotoma,0.5
42,3,plantago lanceolata,0.5
42,3,rytidosperma caespitosum,1
42,3,aira caryophyllea,0.5
42,3,BG,45
42,4,rytidosperma caespitosum,5
42,4,nassella trichotoma,5
42,4,austrostipa bigeniculata,15
42,4,romulea rosea,1
42,4,vulpia bromoides,0.5
42,4,themeda triandra,0.5
42,4,BG,70
42,5,austrostipa bigeniculata,10
42,5,rytidosperma caespitosum,15
42,5,themeda triandra,1
42,5,vulpia bromoides,0.5
42,5,nassella trichotoma,2
42,5,romulea rosea,30
42,5,nassella neesiana,5
42,5,plantago lanceolata,0.5
42,5,bromus hordeaceus,0.5
42,5,BG,35
42,6,themeda triandra,15
42,6,bromus hordeaceus,2
42,6,vulpia bromoides,2
42,6,eryngium ovinum,0.5
42,6,romulea rosea,2
42,6,austrostipa bigeniculata,5
42,6,schoenus apogon,0.5
42,6,rytidosperma caespitosum,1
42,6,nassella trichotoma,0.5
42,6,BG,70
42,7,themeda triandra,70
42,7,vulpia bromoides,5
42,7,rytidosperma caespitosum,1
42,7,romulea rosea,2
42,7,bromus hordeaceus,1
42,7,nassella neesiana,1
42,7,nassella trichotoma,0.5
42,7,BG,30
42,8,bromus hordeaceus,30
42,8,themeda triandra,1
42,8,avena fatua,0.5
42,8,romulea rosea,1
42,8,austrostipa bigeniculata,0.5
42,8,vulpia bromoides,5
42,8,lolium perenne,0.5
42,8,rytidosperma caespitosum,0.5
42,8,BG,40
42,9,rytidosperma caespitosum,2
42,9,vulpia bromoides,70
42,9,acaena echinata,0.5
42,9,schoenus apogon,0.5
42,9,nassella trichotoma,0.5
42,9,chloris truncata,0.5
42,9,plantago lanceolata,1
42,9,romulea rosea,0.5
42,9,austrostipa bigeniculata,0.5
42,9,bromus hordeaceus,1
42,9,BG,10
42,10,convolvulus angustissimus,2
42,10,chloris truncata,0.5
42,10,rytidosperma sp.,5
42,10,acaena echinata,5
42,10,romulea rosea,2
42,10,vulpia bromoides,2
42,10,plantago lanceolata,1
42,10,austrostipa bigeniculata,0.5
42,10,aira elegantissima,0.5
42,10,BG,80
3,1,themeda triandra,5
3,1,eryngium ovinum,5
3,1,vulpia bromoides,1
3,1,nassella trichotoma,1
3,1,rytidosperma caespitosum,2
3,1,plantago lanceolata,0.5
3,1,chloris truncata,0.5
3,1,avena fatua,0.5
3,1,aira caryophyllea,0.5
3,1,romulea rosea,0.5
3,1,BG,80
3,2,themeda triandra,20
3,2,eryngium ovinum,10
3,2,schoenus apogon,1
3,2,romulea rosea,2
3,2,vulpia bromoides,0.5
3,2,austrostipa scabra subsp. falcata,0.5
3,2,avena fatua,0.5
3,2,nassella trichotoma,0.5
3,2,rytidosperma caespitosum,0.5
3,2,BG,60
3,3,themeda triandra,40
3,3,calocephalus citreus,10
3,3,romulea rosea,10
3,3,nassella trichotoma,0.5
3,3,solenogyne dominii,0.5
3,3,eryngium ovinum,0.5
3,3,vulpia bromoides,0.5
3,3,asperula conferta,0.5
3,3,BG,40
3,4,calocephalus citreus,1
3,4,chloris truncata,5
3,4,themeda triandra,5
3,4,romulea rosea,10
3,4,plantago lanceolata,1
3,4,oxalis perennans,1
3,4,nassella trichotoma,0.5
3,4,asperula conferta,1
3,4,avena fatua,0.5
3,4,rytidosperma caespitosum,1
3,4,bromus hordeaceus,1
3,4,eryngium ovinum,0.5
3,4,lysmachia arvense,0.5
3,4,BG,60
3,5,senecio quadridentatus,1
3,5,eryngium ovinum,1
3,5,austrostipa bigeniculata,5
3,5,romulea rosea,20
3,5,oxalis perennans,2
3,5,nassella trichotoma,1
3,5,rytidosperma caespitosum,5
3,5,plantago lanceolata,1
3,5,vulpia bromoides,0.5
3,5,BG,60
3,6,rytidosperma caespitosum,5
3,6,austrostipa bigeniculata,2
3,6,themeda triandra,5
3,6,romulea rosea,20
3,6,plantago lanceolata,0.5
3,6,vulpia bromoides,1
3,6,nassella trichotoma,0.5
3,6,chloris truncata,1
3,6,BG,60
3,7,vulpia bromoides,10
3,7,bromus hordeaceus,20
3,7,plantago lanceolata,0.5
3,7,austrostipa bigeniculata,1
3,7,convolvulus angustissimus,0.5
3,7,arthropodium strictum,1
3,7,romulea rosea,2
3,7,oxalis perennans,0.5
3,7,rytidosperma caespitosum,0.5
3,7,eryngium ovinum,1
3,7,avena fatua,0.5
3,7,themeda triandra,0.5
3,7,nassella trichotoma,0.5
3,7,BG,60
3,8,austrostipa scabra subsp. falcata,1
3,8,themeda triandra,15
3,8,convolvulus angustissimus,0.5
3,8,avena fatua,0.5
3,8,rytidosperma caespitosum,1
3,8,romulea rosea,20
3,8,plantago lanceolata,1
3,8,eryngium ovinum,0.5
3,8,wahlenbergia luteola,0.5
3,8,nassella trichotoma,0.5
3,8,solenogyne dominii,0.5
3,8,asperula conferta,0.5
3,8,oxalis perennans,70
3,8,BG,
3,9,themeda triandra,30
3,9,romulea rosea,5
3,9,vulpia bromoides,0.5
3,9,nassella trichotoma,2
3,9,acaena echinata,0.5
3,9,eryngium ovinum,0.5
3,9,austrostipa scabra subsp. falcata,0.5
3,9,asperula conferta,0.5
3,9,BG,60
3,10,calocephalus citreus,15
3,10,themeda triandra,10
3,10,austrostipa scabra subsp. falcata,5
3,10,nassella trichotoma,5
3,10,romulea rosea,2
3,10,asperula conferta,0.5
3,10,BG,60
14,1,avena fatua,10
14,1,plantago lanceolata,5
14,1,romulea rosea,1
14,1,themeda triandra,10
14,1,oxalis perennans,1
14,1,helminthotheca echioides,0.5
14,1,nassella trichotoma,0.5
14,1,BG,30
14,2,rytidosperma caespitosum,2
14,2,lolium perenne,0.5
14,2,romulea rosea,2
14,2,austrostipa curticoma,1
14,2,themeda triandra,50
14,2,avena fatua,0.5
14,2,nassella trichotoma,0.5
14,2,BG,40
14,3,themeda triandra,10
14,3,avena fatua,0.5
14,3,plantago lanceolata,2
14,3,romulea rosea,2
14,3,convolvulus angustissimus,5
14,3,nassella trichotoma,0.5
14,3,austrostipa curticoma,5
14,3,bromus hordeaceus,0.5
14,3,vulpia bromoides,0.5
14,3,BG,70
14,4,themeda triandra,40
14,4,rytidosperma caespitosum,0.5
14,4,nassella trichotoma,1
14,4,avena fatua,0.5
14,4,romulea rosea,1
14,4,convolvulus angustissimus,0.5
14,4,BG,60
14,5,rytidosperma caespitosum,5
14,5,plantago lanceolata,5
14,5,romulea rosea,10
14,5,convolvulus angustissimus,1
14,5,austrostipa curticoma,2
14,5,nassella neesiana,1
14,5,acaena echinata,0.5
14,5,BG,40
14,6,plantago lanceolata,25
14,6,rytidosperma caespitosum,0.5
14,6,romulea rosea,10
14,6,nassella neesiana,5
14,6,acaena echinata,0.5
14,6,trifolium striatum,0.5
14,6,BG,60
14,7,austrostipa curticoma,0.5
14,7,themeda triandra,60
14,7,avena fatua,0.5
14,7,romulea rosea,1
14,7,trifolium striatum,0.5
14,7,plantago lanceolata,0.5
14,7,vulpia bromoides,0.5
14,7,nassella trichotoma,0.5
14,7,aira caryophyllea,0.5
14,7,lolium perenne,0.5
14,7,BG,40
14,8,themeda triandra,60
