transect_number,quadrat,species,percent_cover
22,4,L,27.5
22,5,vulpia bromoides,15.0
22,5,aira caryophyllea,2.0
22,5,avena fatua / barbata,7.0
22,5,galenia pubescens,0.5
22,5,oxalis pes-caprae,0.5
22,5,trifolium repens,0.5
22,5,ptilotus spathulatus,1.0
22,5,austrostipa spp.,5.0
22,5,themeda triandra,27.5
22,5,BG,41.0
22,6,cuscuta epithymum,2.0
22,6,conyza bonariensis,0.5
22,6,galenia pubescens,1.0
22,6,vulpia bromoides,2.0
22,6,avena fatua / barbata,5.0
22,6,bromus hordeaceus,0.5
22,6,ptilotus spathulatus,5.0
22,6,eryngium ovinum,7.0
22,6,austrostipa spp.,2.0
22,6,themeda triandra,35.0
22,6,BG,36.0
22,6,R,4.0
22,7,avena fatua / barbata,4.0
22,7,galenia pubescens,1.0
22,7,sonchus oleraceus,1.0
22,7,holcus lanatus,1.0
22,7,bromus hordeaceus,1.0
22,7,oxalis pes-caprae,1.0
22,7,vulpia bromoides,1.0
22,7,romulea rosea,1.0
22,7,convolvulus angustissimus,2.0
22,7,convolvulus angustissimus,1.0
22,7,ptilotus spathulatus,0.5
22,7,themeda triandra,40.0
22,7,BG,45.5
22,7,L,19.5
22,8,romulea rosea,1.0
22,8,galenia pubescens,7.0
22,8,bromus hordeaceus,0.5
22,8,avena fatua / barbata,2.0
22,8,vulpia bromoides,2.0
22,8,nassella neesiana,0.5
22,8,ptilotus spathulatus,1.0
22,8,eryngium ovinum,1.0
22,8,convolvulus angustissimus,3.0
22,8,themeda triandra,50.0
22,8,austrostipa spp.,1.0
22,8,BG,28.0
22,8,R,3.0
22,8,L,7.0
22,9,sonchus oleraceus,1.0
22,9,brassica sp.,0.5
22,9,avena fatua / barbata,5.0
22,9,trifolium repens,3.0
22,9,galium aprine,4.0
22,9,romulea rosea,2.0
22,9,cynodon dactylon,10.0
22,9,vulpia bromoides,2.0
22,9,ptilotus spathulatus,2.0
22,9,dianella admixta,10.0
22,9,themeda triandra,15.0
22,9,BG,35.5
22,9,R,10.0
22,9,L,9.5
22,10,avena fatua / barbata,8.0
22,10,galium aprine,18.0
22,10,romulea rosea,2.0
22,10,cynodon dactylon,35.0
22,10,sonchus oleraceus,1.0
22,10,dianella admixta,1.0
22,10,themeda triandra,4.0
22,10,austrostipa spp.,0.5
22,10,BG,29.5
22,10,R,1.0
22,10,L,8.5
23,1,vulpia bromoides,0.5
23,1,bromus hordeaceus,0.5
23,1,nassella neesiana,6.0
23,1,avena fatua / barbata,32.0
23,1,romulea rosea,0.5
23,1,holcus lanatus,0.5
23,1,sonchus oleraceus,0.5
23,1,themeda triandra,14.0
23,1,rytidosperma spp.,0.5
23,1,BG,45.0
23,1,LM,1.0
23,1,L,3.0
23,2,aira caryophyllea,9.0
23,2,briza minor,0.5
23,2,vulpia bromoides,3.0
23,2,avena fatua / barbata,4.0
23,2,petrorhagia dubia,0.5
23,2,romulea rosea,0.5
23,2,oxalis perennans,0.5
23,2,themeda triandra,54.0
23,2,BG,28.0
23,2,LM,3.0
23,2,L,7.0
23,3,avena fatua / barbata,4.0
23,3,vulpia bromoides,6.0
23,3,briza minor,0.5
23,3,romulea rosea,2.0
23,3,oxalis pes-caprae,0.5
23,3,petrorhagia dubia,0.5
23,3,lolium perenne,0.5
23,3,ptilotus spathulatus,0.5
23,3,rytidosperma spp.,3.0
23,3,themeda triandra,47.5
23,3,BG,35.0
23,3,L,7.0
23,4,briza maxima,0.5
23,4,briza minor,0.5
23,4,avena fatua / barbata,3.0
23,4,plantago lanceolata,0.5
23,4,petrorhagia dubia,0.5
23,4,romulea rosea,0.5
23,4,vulpia bromoides,0.5
23,4,themeda triandra,55.0
23,4,rytidosperma spp.,1.0
23,4,BG,38.0
23,4,L,15.0
23,5,avena fatua / barbata,2.0
23,5,trifolium campestre,0.5
23,5,soliva sessilis,10.0
23,5,briza minor,0.5
23,5,lolium perenne,0.5
23,5,themeda triandra,61.0
23,5,elymus scaber,0.5
23,5,BG,25.0
23,5,LM,3.0
23,5,L,1.0
23,6,avena fatua / barbata,3.0
23,6,bromus hordeaceus,0.5
23,6,briza minor,1.0
23,6,romulea rosea,2.0
23,6,vulpia bromoides,1.0
23,6,trifolium subterraneum,0.5
23,6,petrorhagia dubia,0.5
23,6,themeda triandra,46.0
23,6,BG,45.5
23,6,LM,2.0
23,6,L,2.5
23,7,avena fatua / barbata,1.0
23,7,nassella neesiana,15.0
23,7,romulea rosea,0.5
23,7,elymus scaber,2.0
23,7,phalaris aquatica,1.0
23,7,petrorhagia dubia,0.5
23,7,austrostipa spp.,5.0
23,7,rytidosperma spp.,1.0
23,7,themeda triandra,10.0
23,7,BG,60.0
23,7,R,4.0
23,8,aira caryophyllea,1.0
23,8,avena fatua / barbata,1.0
23,8,romulea rosea,0.5
23,8,trifolium campestre,2.0
23,8,themeda triandra,59.0
23,8,austrostipa spp.,1.0
23,8,acaena echinata,0.5
23,8,BG,35.0
23,8,LM,8.0
23,8,L,3.0
23,9,vulpia bromoides,26.75
23,9,romulea rosea,2.0
23,9,avena fatua / barbata,2.0
23,9,trifolium campestre,26.75
23,9,aira caryophyllea,1.0
23,9,ptilotus spathulatus,0.5
23,9,themeda triandra,10.0
23,9,austrostipa spp.,1.0
23,9,BG,25.0
23,9,LM,4.0
23,9,L,2.0
23,9,R,5.0
23,10,aira caryophyllea,2.0
23,10,vulpia bromoides,2.0
23,10,romulea rosea,1.0
23,10,avena fatua / barbata,1.0
23,10,nassella neesiana,1.0
23,10,sonchus oleraceus,0.5
23,10,themeda triandra,57.5
23,10,BG,29.0
23,10,L,7.0
23,10,R,6.0
24,1,nassella neesiana,5.0
24,1,vulpia bromoides,5.0
24,1,trifolium campestre,1.0
24,1,romulea rosea,5.0
24,1,avena fatua / barbata,1.0
24,1,briza minor,1.0
24,1,aira caryophyllea,0.5
24,1,plantago lanceolata,0.5
24,1,sonchus oleraceus,0.5
24,1,bromus hordeaceus,0.5
24,1,briza maxima,0.5
24,1,elymus scaber,0.5
24,1,themeda triandra,28.5
24,1,austrostipa spp.,3.0
24,1,schoenus apogon,0.5
24,1,BG,47.0
24,1,L,1.0
24,2,romulea rosea,8.0
24,2,plantago lanceolata,2.0
24,2,vulpia bromoides,5.0
24,2,petrorhagia dubia,0.5
24,2,rytidosperma spp.,4.0
24,2,themeda triandra,30.0
24,2,austrostipa spp.,2.0
24,2,BG,47.5
24,2,L,1.0
24,2,R,1.0
24,3,briza minor,1.0
24,3,austrostipa spp.,2.0
24,3,romulea rosea,5.0
24,3,vulpia bromoides,2.0
24,3,trifolium campestre,0.5
24,3,oxalis perennans,0.5
24,3,themeda triandra,40.0
24,3,rytidosperma spp.,2.0
24,3,BG,46.0
24,3,R,1.5
24,4,romulea rosea,4.0
24,4,aira caryophyllea,0.5
24,4,vulpia bromoides,0.5
24,4,avena fatua / barbata,1.0
24,4,trifolium campestre,0.5
24,4,elymus scaber,1.0
24,4,themeda triandra,54.0
24,4,rytidosperma spp.,1.0
24,4,BG,37.5
24,4,LM,2.0
24,4,L,2.0
24,5,trifolium campestre,0.5
24,5,aira caryophyllea,5.0
24,5,romulea rosea,3.0
24,5,vulpia bromoides,9.0
24,5,acaena echinata,0.5
24,5,elymus scaber,0.5
24,5,convolvulus angustissimus,0.5
24,5,schoenus apogon,0.5
24,5,ptilotus spathulatus,0.5
24,5,themeda triandra,37.5
24,5,BG,42.5
24,5,LM,0.5
24,5,L,1.0
24,6,plantago lanceolata,6.0
24,6,briza minor,3.0
24,6,vulpia bromoides,8.0
24,6,aira caryophyllea,1.0
24,6,romulea rosea,4.0
24,6,themeda triandra,30.0
24,6,BG,48.0
24,6,LM,0.5
24,6,L,1.0
24,7,avena fatua / barbata,1.0
24,7,vulpia bromoides,12.0
24,7,romulea rosea,5.0
24,7,aira caryophyllea,0.5
24,7,briza minor,0.5
24,7,hypochoeris radicata,0.5
24,7,trifolium campestre,0.5
24,7,briza maxima,0.5
24,7,ptilotus spathulatus,0.5
24,7,oxalis perennans,1.0
24,7,rytidosperma spp.,0.5
24,7,themeda triandra,32.0
24,7,BG,41.0
24,7,LM,0.5
24,7,L,1.0
24,7,R,7.0
24,8,romulea rosea,5.0
24,8,briza maxima,0.5
24,8,aira caryophyllea,0.5
24,8,vulpia bromoides,0.5
24,8,dianella admixta,0.5
24,8,themeda triandra,39.0
24,8,rytidosperma spp.,0.5
24,8,rytidosperma spp.,0.5
24,8,BG,49.0
24,8,LM,1.0
24,8,R,4.0
24,9,aira caryophyllea,3.0
24,9,romulea rosea,2.0
24,9,vulpia bromoides,2.0
24,9,trifolium campestre,0.5
24,9,cuscuta epithymum,0.5
24,9,briza minor,0.5
24,9,themeda triandra,40.0
24,9,elymus scaber,1.0
24,9,BG,33.0
24,9,LM,1.0
24,9,L,1.0
24,9,R,3.0
24,10,vulpia bromoides,10.0
24,10,romulea rosea,3.0
24,10,aira caryophyllea,1.0
24,10,acaena echinata,0.5
24,10,briza minor,0.5
24,10,ptilotus spathulatus,0.5
24,10,themeda triandra,32.0
24,10,rytidosperma spp.,1.0
24,10,BG,48.5
24,10,LM,2.0
24,10,L,2.0
24,10,R,3.0
25,1,romulea rosea,6.0
25,1,vulpia bromoides,5.0
25,1,bromus hordeaceus,0.5
25,1,lolium perenne,0.5
25,1,aira caryophyllea,1.0
25,1,themeda triandra,70.0
25,1,BG,17.0
25,1,LM,0.5
25,1,L,3.0
25,2,holcus lanatus,1.0
25,2,romulea rosea,7.0
25,2,vulpia bromoides,0.5
25,2,aira caryophyllea,0.5
25,2,lolium perenne,0.5
25,2,rytidosperma spp.,6.0
25,2,themeda triandra,60.0
25,2,BG,24.5
25,2,LM,0.5
25,2,L,3.0
25,3,avena fatua / barbata,6.0
25,3,vulpia bromoides,20.0
25,3,lolium perenne,1.0
25,3,romulea rosea,15.0
25,3,bromus hordeaceus,1.0
25,3,aira caryophyllea,0.5
25,3,themeda triandra,22.5
25,3,austrostipa spp.,21.0
25,3,BG,13.0
25,3,LM,1.0
25,3,L,4.0
25,4,romulea rosea,9.0
25,4,aira caryophyllea,15.0
25,4,lolium perenne,0.5
25,4,vulpia bromoides,1.0
25,4,nassella neesiana,1.0
25,4,trifolium campestre,0.5
25,4,convolvulus angustissimus,1.0
25,4,themeda triandra,51.0
25,4,BG,21.0
25,4,LM,0.5
25,4,L,3.0
25,5,aira caryophyllea,5.0
25,5,bromus hordeaceus,1.0
25,5,vulpia bromoides,2.0
25,5,lolium perenne,0.5
25,5,romulea rosea,0.5
25,5,avena fatua / barbata,2.0
25,5,schoenus apogon,0.5
25,5,senecio quadridentatus,0.5
25,5,themeda triandra,45.0
25,5,austrostipa spp.,5.0
25,5,BG,37.0
25,5,L,3.0
25,5,R,3.0
25,6,bromus hordeaceus,2.0
25,6,romulea rosea,0.5
25,6,vulpia bromoides,8.0
25,6,aira caryophyllea,0.5
25,6,senecio quadridentatus,7.0
25,6,oxalis perennans,1.0
25,6,themeda triandra,21.0
25,6,austrostipa spp.,15.0
25,6,rytidosperma spp.,1.0
25,6,BG,44.0
25,6,L,5.0
25,7,aira caryophyllea,12.0
25,7,trifolium campestre,4.0
25,7,romulea rosea,2.0
25,7,lolium perenne,0.5
25,7,convolvulus angustissimus,0.5
25,7,themeda triandra,55.0
25,7,rytidosperma spp.,2.0
25,7,BG,24.0
25,7,L,3.0
25,8,aira caryophyllea,0.5
25,8,vulpia bromoides,3.0
25,8,aira caryophyllea,7.0
25,8,trifolium campestre,4.0
25,8,romulea rosea,0.5
25,8,oxalis perennans,0.5
25,8,themeda triandra,70.0
25,8,BG,14.5
25,8,L,2.0
25,9,vulpia bromoides,25.0
25,9,bromus hordeaceus,13.0
25,9,romulea rosea,1.0
25,9,aira caryophyllea,2.0
25,9,solanum nigrum,0.5
25,9,avena fatua / barbata,0.5
25,9,senecio quadridentatus,2.0
25,9,chrysocephalum apiculatum,1.0
25,9,senecio quadridentatus,0.5
25,9,oxalis perennans,0.5
25,9,austrostipa spp.,5.0
25,9,themeda triandra,30.0
25,9,rytidosperma spp.,3.0
25,9,BG,14.0
25,9,L,4.0
25,10,vulpia bromoides,5.0
25,10,bromus hordeaceus,2.0
25,10,romulea rosea,0.5
25,10,lolium perenne,1.0
25,10,aira caryophyllea,1.0
25,10,sonchus oleraceus,0.5
25,10,schoenus apogon,2.0
25,10,senecio quadridentatus,0.5
25,10,themeda triandra,63.0
25,10,rytidosperma spp.,1.0
25,10,BG,26.0
25,10,L,5.0
26,1,briza maxima,4.0
26,1,briza minor,0.5
26,1,aira caryophyllea,0.5
26,1,sonchus oleraceus,0.5
26,1,romulea rosea,5.0
26,1,cynodon dactylon,0.5
26,1,plantago lanceolata,1.0
26,1,linum trigynum,0.5
26,1,leicocarpa panaetioides,3.0
26,1,themeda triandra,55.0
26,1,rytidosperma spp.,1.0
26,1,rytidosperma spp.,2.0
26,1,rytidosperma spp.,1.0
26,1,BG,28.0
26,1,L,7.0
26,2,briza minor,2.0
26,2,briza maxima,2.0
26,2,romulea rosea,4.0
26,2,plantago lanceolata,2.0
26,2,aira caryophyllea,0.5
26,2,vulpia bromoides,0.5
26,2,haloragis heterophylla,0.5
26,2,themeda triandra,57.0
26,2,rytidosperma spp.,4.0
26,2,dichelachne crinita,0.5
26,2,BG,28.0
26,2,L,3.0
26,3,plantago lanceolata,12.0
26,3,briza maxima,3.0
26,3,briza minor,1.0
26,3,romulea rosea,4.0
26,3,aira caryophyllea,0.5
26,3,sonchus oleraceus,0.5
26,3,bromus hordeaceus,3.0
26,3,vulpia bromoides,0.5
26,3,linum trigynum,0.5
26,3,themeda triandra,40.0
26,3,dichelachne crinita,3.0
26,3,rytidosperma spp.,2.0
26,3,BG,31.0
26,3,L,10.0
26,4,romulea rosea,4.0
26,4,plantago lanceolata,5.0
26,4,vulpia bromoides,0.5
26,4,briza maxima,1.0
26,4,aira caryophyllea,0.5
26,4,plantago major,0.5
26,4,bromus hordeaceus,0.5
26,4,linum trigynum,1.0
26,4,eryngium ovinum,0.5
26,4,leicocarpa panaetioides,0.5
26,4,themeda triandra,50.0
26,4,schoenus apogon,3.0
26,4,rytidosperma spp.,1.0
26,4,elymus scaber,0.5
26,4,rytidosperma spp.,1.0
26,4,BG,30.5
26,4,L,2.0
26,5,briza minor,3.0
26,5,aira caryophyllea,0.5
26,5,plantago lanceolata,18.0
26,5,briza maxima,3.0
26,5,vulpia bromoides,1.0
26,5,phalaris aquatica,3.0
26,5,plantago major,2.0
26,5,cynodon dactylon,7.0
26,5,senecio quadridentatus,0.5
26,5,asperula conferta,1.0
26,5,linum trigynum,1.0
26,5,acaena echinata,0.5
26,5,themeda triandra,25.0
26,5,elymus scaber,1.0
26,5,rytidosperma spp.,3.0
26,5,rytidosperma spp.,5.0
26,5,BG,24.0
26,5,L,5.0
26,5,R,1.0
26,6,anagallis arvensis,12.0
26,6,aira caryophyllea,1.0
26,6,briza maxima,4.0
26,6,romulea rosea,4.0
26,6,plantago lanceolata,15.0
26,6,hypochoeris radicata,0.5
26,6,plantago major,1.0
26,6,briza minor,0.5
26,6,linum trigynum,1.0
26,6,asperula conferta,2.0
26,6,senecio quadridentatus,0.5
26,6,acaena echinata,1.0
26,6,carex breviculmis,0.5
26,6,elymus scaber,4.0
26,6,dichelachne crinita,0.5
26,6,themeda triandra,20.0
26,6,rytidosperma spp.,5.0
26,6,BG,24.0
26,6,L,5.0
26,6,R,5.0
26,7,arctotheca calendula,2.0
26,7,sonchus oleraceus,1.0
26,7,vulpia bromoides,0.5
26,7,briza maxima,3.0
26,7,vicia hirsuta,0.5
26,7,aira caryophyllea,0.5
26,7,briza minor,2.0
26,7,romulea rosea,3.0
26,7,phalaris aquatica,3.0
26,7,lachnagrostis aemula,0.5
26,7,plantago lanceolata,20.0
26,7,haloragis heterophylla,5.0
26,7,acaena echinata,2.0
26,7,linum trigynum,0.5
26,7,haloragis heterophylla,0.5
26,7,elymus scaber,1.0
26,7,dichelachne crinita,3.0
26,7,rytidosperma spp.,5.0
26,7,themeda triandra,15.0
26,7,rytidosperma spp.,1.0
26,7,schoenus apogon,2.0
26,7,BG,31.0
26,7,L,10.0
26,8,briza minor,2.0
26,8,briza maxima,2.0
26,8,vulpia bromoides,2.0
26,8,aira caryophyllea,1.0
26,8,romulea rosea,3.0
26,8,bromus hordeaceus,0.5
26,8,plantago lanceolata,8.0
26,8,rumex dumosus,1.0
26,8,phalaris aquatica,2.0
26,8,plantago major,2.0
26,8,linum trigynum,5.0
26,8,eryngium ovinum,0.5
26,8,themeda triandra,21.0
26,8,schoenus apogon,3.0
26,8,rytidosperma spp.,6.0
26,8,rytidosperma spp.,1.0
26,8,dichelachne crinita,0.5
26,8,BG,41.0
26,8,L,5.0
26,9,romulea rosea,1.0
26,9,plantago lanceolata,5.0
26,9,plantago major,3.0
26,9,briza maxima,1.0
26,9,vulpia bromoides,4.0
26,9,aira caryophyllea,0.5
26,9,briza minor,1.0
26,9,phalaris aquatica,2.0
26,9,convolvulus angustissimus,0.5
26,9,linum trigynum,1.0
26,9,themeda triandra,45.0
26,9,rytidosperma spp.,3.0
26,9,rytidosperma spp.,0.5
26,9,schoenus apogon,2.0
26,9,BG,30.0
26,9,L,8.0
26,10,briza maxima,4.0
26,10,vulpia bromoides,0.5
26,10,plantago lanceolata,3.0
26,10,briza minor,0.5
26,10,romulea rosea,4.0
26,10,plantago major,4.0
26,10,convolvulus angustissimus,3.0
26,10,eryngium ovinum,0.5
26,10,linum trigynum,1.0
26,10,veronica gracilis,1.0
26,10,tricoryne elatior,1.0
26,10,elymus scaber,3.0
26,10,themeda triandra,45.0
26,10,dichelachne crinita,2.0
26,10,rytidosperma spp.,2.0
26,10,rytidosperma spp.,5.0
26,10,BG,21.0
26,10,L,5.0
27,1,briza minor,0.5
27,1,phalaris aquatica,10.0
27,1,vulpia bromoides,25.0
27,1,hypochoeris radicata,0.5
27,1,aira caryophyllea,0.5
27,1,senecio quadridentatus,2.0
27,1,oxalis perennans,0.5
27,1,themeda triandra,35.0
27,1,microlaena stipoides,0.5
27,1,rytidosperma spp.,2.0
27,1,panicum effusum,5.0
27,1,rytidosperma spp.,3.0
27,1,elymus scaber,0.5
27,1,BG,16.0
27,1,LM,0.5
27,1,L,6.0
27,2,nassella neesiana,10.0
27,2,phalaris aquatica,30.0
27,2,senecio quadridentatus,5.0
27,2,oxalis perennans,0.5
27,2,themeda triandra,15.0
27,2,panicum effusum,15.0
27,2,rytidosperma spp.,15.0
27,2,BG,10.0
27,2,L,5.0
27,3,vulpia bromoides,20.0
27,3,aira caryophyllea,0.5
27,3,hypochoeris radicata,3.0
27,3,nassella neesiana,0.5
27,3,phalaris aquatica,10.0
27,3,oxalis perennans,0.5
27,3,panicum effusum,5.0
27,3,schoenus apogon,16.0
27,3,themeda triandra,16.0
27,3,austrostipa spp.,1.0
27,3,juncus sp.,1.0
27,3,rytidosperma spp.,10.0
27,3,BG,17.0
27,3,L,2.0
27,4,nassella neesiana,3.0
27,4,vulpia bromoides,25.0
27,4,phalaris aquatica,25.0
27,4,briza minor,0.5
27,4,aira caryophyllea,0.5
27,4,rytidosperma spp.,10.0
27,4,schoenus apogon,10.0
27,4,themeda triandra,10.0
27,4,schoenus apogon,10.0
27,4,BG,6.0
27,4,L,4.0
27,5,ehrharta longiflora,2.0
27,5,aira caryophyllea,0.5
27,5,phalaris aquatica,5.0
27,5,hypochoeris radicata,0.5
27,5,briza minor,0.5
27,5,vulpia bromoides,18.0
27,5,trifolium campestre,0.5
27,5,oxalis perennans,2.0
27,5,dichondra repens,0.5
27,5,microlaena stipoides,1.0
27,5,themeda triandra,55.0
27,5,panicum effusum,1.0
27,5,rytidosperma spp.,9.0
27,5,BG,5.0
27,5,L,4.0
27,6,phalaris aquatica,3.0
27,6,vulpia bromoides,4.0
27,6,echium plantagineum,0.5
27,6,briza minor,0.5
27,6,oxalis perennans,1.0
27,6,themeda triandra,41.0
27,6,rytidosperma spp.,41.0
27,6,BG,10.0
27,6,L,3.0
27,7,vulpia bromoides,15.0
27,7,briza minor,0.5
27,7,phalaris aquatica,5.0
27,7,aira caryophyllea,1.0
27,7,oxalis perennans,1.0
27,7,haloragis heterophylla,0.5
27,7,themeda triandra,52.0
27,7,lomandra filiformis,0.5
27,7,BG,25.0
27,7,L,12.0
27,8,aira caryophyllea,0.5
27,8,hypochoeris radicata,0.5
27,8,vulpia bromoides,5.0
27,8,themeda triandra,72.0
27,8,microlaena stipoides,0.5
27,8,lomandra filiformis,5.0
27,8,schoenus apogon,0.5
27,8,rytidosperma spp.,1.0
27,8,BG,12.0
27,8,L,8.0
27,9,vulpia bromoides,5.0
27,9,aira caryophyllea,0.5
27,9,briza minor,0.5
27,9,oxalis perennans,0.5
27,9,themeda triandra,71.0
27,9,lomandra filiformis,5.0
27,9,juncus amabilis,10.0
27,9,microlaena stipoides,0.5
27,9,schoenus apogon,0.5
27,9,lachnagrostis filiformis,0.5
27,9,BG,6.0
27,9,L,4.0
27,10,vulpia bromoides,12.0
27,10,aira caryophyllea,0.5
27,10,oxalis perennans,0.5
27,10,themeda triandra,18.0
27,10,microlaena stipoides,18.0
27,10,lomandra filiformis,18.0
27,10,schoenus apogon,0.5
27,10,rytidosperma spp.,18.0
27,10,BG,12.0
27,10,L,5.0
28,1,linum trigynum,1.0
28,1,romulea rosea,3.0
28,1,lolium perenne,0.5
28,1,plantago lanceolata,1.0
28,1,briza maxima,1.0
28,1,cynara cardunculus,0.5
28,1,nassella neesiana,3.0
28,1,arctotheca calendula,0.5
28,1,vulpia bromoides,0.5
28,1,hypochoeris radicata,1.0
28,1,aira caryophyllea,0.5
28,1,calocephalus lacteus,30.0
28,1,convolvulus angustissimus,3.0
28,1,veronica gracilis,2.0
28,1,oxalis perennans,0.5
28,1,dichondra repens,1.0
28,1,tricoryne elatior,0.5
28,1,lomandra filiformis,2.0
28,1,rytidosperma spp.,20.0
28,1,elymus scaber,3.0
28,1,themeda triandra,1.0
28,1,eragrostis brownii,1.0
28,1,dichelachne crinita,0.5
28,1,eleocharis acuta,2.0
28,1,BG,22.0
28,1,L,0.5
28,2,romulea rosea,4.0
28,2,briza maxima,1.0
28,2,plantago lanceolata,10.0
28,2,briza minor,0.5
28,2,aira caryophyllea,0.5
28,2,phalaris aquatica,0.5
28,2,nassella neesiana,2.0
28,2,lolium perenne,0.5
28,2,hypochoeris radicata,3.0
28,2,vulpia bromoides,0.5
28,2,veronica gracilis,5.0
28,2,asperula conferta,3.0
28,2,schoenus apogon,1.0
28,2,rytidosperma spp.,4.75
28,2,eragrostis brownii,20.0
28,2,juncus flavidus,0.5
28,2,dichelachne crinita,4.0
28,2,rytidosperma spp.,4.75
28,2,themeda triandra,5.0
28,2,BG,30.0
28,2,L,1.0
28,3,plantago lanceolata,8.0
28,3,romulea rosea,4.0
28,3,hypochoeris radicata,3.0
28,3,aira caryophyllea,0.5
28,3,anthoxanthum odoratum,0.5
28,3,lolium perenne,1.0
28,3,briza maxima,0.5
28,3,linum trigynum,0.5
28,3,ptilotus spathulatus,0.5
28,3,acaena echinata,2.0
28,3,themeda triandra,10.0
28,3,elymus scaber,5.0
28,3,eragrostis brownii,20.0
28,3,dichelachne crinita,2.0
28,3,schoenus apogon,1.0
28,3,lomandra filiformis,0.5
28,3,austrostipa spp.,1.0
28,3,rytidosperma spp.,3.0
28,3,BG,27.0
28,3,L,10.0
28,4,hypochoeris radicata,5.0
28,4,plantago lanceolata,10.0
28,4,romulea rosea,7.0
28,4,anthoxanthum odoratum,0.5
28,4,lolium perenne,1.0
28,4,aira caryophyllea,0.5
28,4,briza minor,0.5
28,4,lachnagrostis adamsonii,0.5
28,4,briza maxima,0.5
28,4,vulpia bromoides,0.5
28,4,arctotheca calendula,15.0
28,4,linum trigynum,0.5
28,4,acaena echinata,0.5
28,4,rytidosperma spp.,25.0
28,4,dichelachne crinita,2.0
28,4,austrostipa spp.,0.5
28,4,elymus scaber,2.0
28,4,BG,30.0
28,4,L,5.0
28,5,romulea rosea,2.0
28,5,plantago lanceolata,6.0
28,5,linum trigynum,4.0
28,5,hypochoeris radicata,0.5
28,5,nassella neesiana,12.0
28,5,vulpia bromoides,8.0
28,5,briza minor,1.0
28,5,cynara cardunculus,0.5
28,5,lolium perenne,0.5
28,5,phalaris aquatica,1.0
28,5,bromus hordeaceus,0.5
28,5,ptilotus spathulatus,1.0
28,5,schoenus apogon,0.5
28,5,austrostipa spp.,10.0
28,5,themeda triandra,10.0
28,5,lomandra filiformis,1.0
28,5,rytidosperma spp.,2.0
28,5,elymus scaber,1.0
28,5,rytidosperma spp.,5.0
28,5,eragrostis brownii,5.0
28,5,BG,29.0
28,5,LM,5.0
28,6,hypochoeris radicata,5.0
28,6,romulea rosea,3.0
28,6,briza maxima,1.0
28,6,cynara cardunculus,0.5
28,6,arctotheca calendula,10.0
28,6,vulpia bromoides,30.0
28,6,bromus hordeaceus,3.0
28,6,briza minor,1.0
28,6,aira caryophyllea,0.5
28,6,oxalis perennans,0.5
28,6,ptilotus spathulatus,2.0
28,6,schoenus apogon,5.0
28,6,rytidosperma spp.,5.0
28,6,themeda triandra,25.0
28,6,dichelachne crinita,1.0
28,6,rytidosperma spp.,1.0
28,6,austrostipa spp.,1.0
28,6,juncus sp.,0.5
28,6,BG,10.0
28,6,L,0.5
28,7,nassella neesiana,40.0
28,7,briza minor,10.0
28,7,aira caryophyllea,0.5
28,7,romulea rosea,2.0
28,7,hypochoeris radicata,3.0
28,7,vulpia bromoides,10.0
28,7,plantago lanceolata,5.0
28,7,arctotheca calendula,5.0
28,7,sonchus oleraceus,1.0
28,7,ptilotus spathulatus,3.0
28,7,senecio quadridentatus,0.5
28,7,austrostipa spp.,2.0
28,7,rytidosperma spp.,1.0
28,7,BG,13.0
28,7,LM,5.0
28,7,R,10.0
28,8,plantago lanceolata,10.0
28,8,romulea rosea,3.0
28,8,linum trigynum,3.0
28,8,briza minor,1.0
28,8,briza maxima,2.0
28,8,aira caryophyllea,0.5
28,8,vulpia bromoides,1.0
28,8,phalaris aquatica,1.0
28,8,trifolium campestre,0.5
28,8,bromus hordeaceus,0.5
28,8,hypochoeris radicata,1.0
28,8,veronica gracilis,8.0
28,8,tricoryne elatior,1.0
28,8,ptilotus spathulatus,1.0
28,8,oxalis perennans,0.5
28,8,rytidosperma spp.,3.0
28,8,themeda triandra,30.0
28,8,schoenus apogon,2.0
28,8,dichelachne crinita,0.5
28,8,rytidosperma spp.,2.0
28,8,BG,18.0
28,8,L,3.0
28,8,R,10.0
28,9,hypochoeris radicata,2.0
28,9,linum trigynum,5.0
28,9,vulpia bromoides,7.0
28,9,briza minor,5.0
28,9,anthoxanthum odoratum,0.5
28,9,nassella neesiana,30.0
28,9,briza maxima,2.0
28,9,plantago lanceolata,0.5
28,9,arctotheca calendula,1.0
28,9,aira caryophyllea,1.0
28,9,romulea rosea,0.5
28,9,ptilotus spathulatus,1.0
28,9,convolvulus angustissimus,0.5
28,9,senecio quadridentatus,0.5
28,9,rytidosperma spp.,5.0
28,9,panicum effusum,4.0
28,9,dichelachne crinita,3.0
28,9,austrostipa spp.,1.0
28,9,schoenus apogon,2.0
28,9,themeda triandra,3.0
28,9,BG,21.0
28,9,L,2.0
28,9,R,6.0
28,10,lolium perenne,0.5
28,10,phalaris aquatica,7.0
28,10,aira caryophyllea,0.5
28,10,vulpia bromoides,2.0
28,10,briza maxima,3.0
28,10,nassella neesiana,5.0
28,10,romulea rosea,1.0
28,10,bromus hordeaceus,1.0
28,10,oxalis pes-caprae,0.5
28,10,briza minor,3.0
28,10,trifolium campestre,0.5
28,10,linum trigynum,0.5
28,10,sonchus oleraceus,0.5
28,10,tricoryne elatior,1.0
28,10,dichondra repens,1.0
